Cow_ID,Day,Breed,Months after giving birth,Previous_Mastits_status,IUFL,EUFL,IUFR,EUFR,IURL,EURL,IURR,EURR,Temperature,Hardness,Pain,Milk_visibility
cow1096,2,Jersey,6,0,260,239,213,249,316,339,154,243,48,0,1,0
cow303,5,Jersey,2,0,273,166,259,340,267,257,161,354,41,0,1,1
cow273,6,Jersey,1,1,196,271,242,280,175,290,184,321,58,1,0,0
cow581,5,Jersey,6,1,200,241,320,287,294,316,243,280,39,1,1,1
cow859,2,Jersey,4,1,322,307,315,220,202,346,176,174,33,1,0,1
cow272,3,Jersey,2,1,267,355,209,355,276,331,193,272,51,1,1,0
cow611,2,Jersey,2,0,279,244,131,152,149,282,314,324,36,1,1,1
cow479,3,Jersey,1,0,218,207,163,322,178,335,139,332,49,1,0,1
cow604,5,Jersey,2,1,258,279,244,331,241,199,141,222,54,0,1,1
cow91,4,Jersey,5,1,257,168,152,237,261,370,243,238,43,1,1,0
cow24,1,Jersey,2,0,251,175,209,349,171,204,311,300,57,0,1,0
cow728,3,Jersey,6,0,156,167,282,285,162,255,272,159,42,0,0,1
cow173,2,Jersey,3,1,182,200,184,203,294,210,133,324,28,1,0,1
cow760,2,Jersey,6,1,284,216,149,278,165,274,231,175,38,0,0,0
cow476,2,Jersey,3,0,186,361,187,272,263,289,294,301,28,0,1,1
cow1036,2,Jersey,6,1,297,207,242,319,142,202,186,235,50,0,1,1
cow812,3,Jersey,1,1,272,305,265,354,245,348,185,311,46,0,0,1
cow51,1,Jersey,3,0,197,259,333,180,132,279,229,356,27,1,1,1
cow898,2,Jersey,2,1,179,289,139,166,294,349,170,352,55,1,0,0
cow1038,6,Jersey,3,1,290,345,238,212,244,213,192,243,25,1,0,1
cow765,5,Jersey,5,0,131,240,297,246,325,164,268,350,37,1,1,1
cow802,6,Jersey,1,0,249,205,141,289,171,367,129,159,33,0,1,1
cow958,5,Jersey,5,1,189,211,265,316,223,235,188,279,39,0,0,1
cow33,2,Jersey,2,1,153,364,188,261,137,233,257,338,58,0,1,0
cow887,2,Jersey,1,0,275,358,262,199,281,339,181,337,33,1,0,1
cow355,4,Jersey,2,0,281,235,212,359,279,340,121,284,29,0,0,0
cow502,1,Jersey,3,0,276,296,138,283,215,311,124,216,54,0,0,1
cow632,1,Jersey,5,0,185,196,239,328,156,244,188,225,43,1,1,1
cow605,4,Jersey,2,0,231,152,340,387,318,254,230,161,51,1,1,1
cow1013,6,Jersey,1,1,196,208,279,272,325,284,148,203,37,0,0,0
cow632,2,Jersey,1,1,307,268,132,351,138,327,159,289,39,0,1,1
cow671,5,Jersey,3,1,160,326,254,225,259,225,296,250,27,0,1,0
cow50,6,Jersey,4,0,321,259,212,293,269,174,121,230,56,0,0,0
cow28,5,Jersey,6,0,247,207,266,324,209,159,275,227,35,0,0,0
cow581,1,Jersey,4,1,195,174,318,179,280,208,167,188,44,0,0,0
cow555,1,Jersey,6,0,226,300,199,375,234,175,243,360,54,1,0,1
cow1007,3,Jersey,2,1,279,265,163,340,163,193,202,208,25,1,1,0
cow408,1,Jersey,4,1,140,301,241,203,286,298,275,180,51,1,1,0
cow973,3,Jersey,1,1,304,161,312,350,146,191,163,178,35,1,0,0
cow534,2,Jersey,5,1,224,251,175,324,303,224,253,177,46,0,1,1
cow629,5,Jersey,5,1,220,300,131,214,306,265,146,316,52,1,0,1
cow236,2,Jersey,6,1,245,322,186,211,157,280,220,343,51,1,1,0
cow385,1,Jersey,3,0,218,209,256,319,219,331,272,299,58,0,1,0
cow923,4,Jersey,6,0,174,166,268,207,253,298,277,212,51,0,1,0
cow218,1,Jersey,2,0,189,336,331,254,160,292,192,332,40,1,1,1
cow573,4,Jersey,6,1,227,195,210,353,177,280,266,270,49,0,0,0
cow39,3,Jersey,1,1,290,183,327,256,152,254,282,341,58,0,1,1
cow499,3,Jersey,3,1,136,299,131,349,317,216,128,213,29,0,1,0
cow929,6,hostlene,6,0,241,210,153,214,134,177,314,205,39,0,0,0
cow453,2,Jersey,2,1,213,298,266,344,272,359,161,206,30,0,0,0
cow1070,5,Jersey,4,0,188,295,293,273,218,290,284,335,42,0,1,1
cow684,3,Jersey,3,0,203,343,200,383,230,171,307,166,28,1,1,0
cow1013,5,Jersey,6,1,222,238,173,382,283,339,272,318,35,1,0,0
cow307,5,Jersey,4,0,149,360,281,245,160,310,197,194,34,1,1,0
cow346,6,Jersey,6,0,227,235,264,360,205,323,262,293,28,0,1,0
cow885,4,Jersey,2,0,150,293,171,366,183,172,130,288,48,1,1,0
cow710,4,Jersey,2,1,193,204,191,318,249,345,145,288,46,0,0,1
cow741,6,Jersey,4,0,181,189,219,270,138,170,193,317,33,0,0,1
cow1047,6,Jersey,1,1,257,191,213,346,321,188,181,300,36,1,0,0
cow165,2,Jersey,1,0,142,254,278,190,285,244,249,321,26,1,1,0
cow111,6,Jersey,4,0,253,358,157,284,292,282,213,310,31,1,1,0
cow753,4,Jersey,1,0,279,360,187,151,143,366,153,282,33,1,0,1
cow400,2,Jersey,3,1,250,328,226,380,278,307,197,232,30,0,0,0
cow368,2,Jersey,6,1,137,304,161,169,265,299,315,259,56,0,1,1
cow350,5,Jersey,1,1,292,220,265,311,257,333,249,330,44,0,0,1
cow1050,2,Jersey,3,1,289,328,262,372,256,303,152,340,25,0,0,0
cow422,3,Jersey,4,1,156,362,308,164,321,194,293,200,31,1,1,1
cow495,2,Jersey,6,0,196,245,296,176,195,226,303,232,42,0,0,1
cow509,4,Jersey,2,0,299,255,145,370,260,303,192,226,39,0,1,0
cow103,6,Jersey,2,1,190,340,305,254,308,174,301,309,58,0,0,1
cow237,2,Jersey,4,1,228,318,305,303,154,359,167,340,40,1,1,0
cow332,4,Jersey,2,0,150,327,310,375,312,230,300,342,58,0,0,0
cow77,5,Jersey,1,1,246,222,323,374,228,185,157,360,53,0,1,0
cow578,1,hostlene,4,1,154,221,319,259,318,288,149,262,33,0,0,0
cow597,5,Jersey,2,1,137,218,261,327,166,339,148,338,54,1,1,1
cow207,1,Jersey,1,1,253,316,156,294,314,193,308,293,42,0,0,0
cow41,5,Jersey,5,0,200,358,269,231,212,322,147,233,57,1,1,0
cow523,6,Jersey,6,1,208,169,258,373,314,337,295,233,26,0,1,1
cow987,4,Jersey,4,0,277,157,144,289,283,269,241,235,27,1,0,0
cow191,1,Jersey,2,1,314,270,166,222,257,363,162,337,32,0,0,1
cow1023,1,Jersey,2,1,277,220,329,183,261,177,225,314,33,1,1,1
cow935,3,Jersey,3,1,292,258,254,199,176,279,211,204,32,0,1,0
cow211,3,Jersey,1,0,174,319,136,320,301,226,183,189,41,0,1,1
cow115,4,Jersey,1,1,287,154,293,295,207,294,138,161,51,1,0,1
cow498,1,Jersey,1,1,161,266,261,302,234,212,173,315,57,1,1,1
cow214,6,Jersey,5,0,279,208,221,214,212,231,240,228,57,1,0,0
cow374,2,Jersey,1,1,234,240,242,349,323,251,247,250,40,1,1,0
cow473,5,Jersey,3,0,239,282,295,331,240,161,261,330,52,1,1,1
cow416,1,Jersey,2,1,218,359,158,279,274,247,280,282,33,1,0,1
cow288,6,Jersey,3,1,148,287,149,157,262,265,283,249,26,1,1,0
cow491,4,Jersey,3,0,285,332,308,274,294,247,270,211,25,0,1,0
cow372,3,Jersey,6,1,266,339,183,369,269,232,257,172,58,0,1,0
cow809,4,Jersey,6,1,219,191,255,265,174,349,272,261,28,0,0,0
cow550,4,Jersey,3,1,247,171,216,161,171,269,146,256,32,1,0,0
cow395,6,Jersey,5,0,278,331,322,251,148,268,287,353,36,1,1,1
cow976,2,Jersey,1,1,294,348,322,305,316,339,215,206,49,0,1,1
cow184,2,Jersey,3,1,225,351,139,393,191,187,239,308,50,0,1,0
cow558,4,Jersey,4,1,228,266,271,334,193,223,313,240,54,1,1,0
cow327,1,Jersey,3,1,179,229,310,381,138,240,242,240,25,1,0,0
cow327,6,Jersey,2,1,137,269,197,182,191,229,184,155,37,1,0,0
cow921,5,Jersey,1,0,234,228,265,344,135,350,280,154,54,1,1,1
cow110,2,Jersey,4,0,157,358,303,154,193,230,224,231,50,1,0,1
cow409,2,Jersey,1,0,143,229,167,211,241,206,207,321,32,0,0,1
cow784,3,Jersey,4,1,165,193,295,184,323,152,203,342,42,1,0,1
cow534,2,Jersey,1,0,140,353,343,260,136,184,216,193,25,1,1,0
cow789,3,Jersey,6,0,161,160,169,279,140,179,223,164,57,1,1,1
cow961,4,Jersey,1,0,291,260,338,336,142,229,204,219,42,1,1,1
cow296,4,Jersey,6,1,191,252,228,154,146,285,232,283,49,0,0,0
cow520,5,Jersey,4,0,149,166,237,371,282,166,227,347,45,1,0,1
cow59,4,Jersey,1,1,218,272,212,211,249,328,139,198,46,0,1,1
cow665,6,Jersey,6,1,256,250,292,219,196,239,303,254,38,0,1,1
cow1007,6,Jersey,6,0,225,174,237,233,288,367,181,232,28,0,1,0
cow364,5,Jersey,3,1,159,300,257,242,222,316,217,285,26,0,1,1
cow128,2,Jersey,5,1,143,273,273,166,222,232,190,241,34,0,1,1
cow626,3,Jersey,2,0,310,366,340,213,191,338,298,232,29,0,0,1
cow614,3,Jersey,1,1,238,227,308,225,207,169,222,333,56,1,1,0
cow772,6,Jersey,6,0,193,193,174,318,211,369,197,231,26,0,0,0
cow801,2,Jersey,4,0,266,186,257,359,320,281,220,263,41,0,0,1
cow532,4,Jersey,4,0,302,215,245,255,196,328,246,171,36,0,1,0
cow295,3,Jersey,4,1,261,289,273,182,230,163,136,208,49,0,1,0
cow988,1,Jersey,4,0,157,175,235,215,264,236,121,315,33,0,0,0
cow1004,6,Jersey,5,0,271,236,293,170,262,255,203,170,52,1,0,1
cow594,6,Jersey,4,1,319,275,276,156,178,300,139,327,50,0,1,1
cow1057,1,Jersey,2,1,299,193,172,187,253,217,184,213,35,1,1,0
cow523,2,Jersey,5,1,252,310,338,217,279,351,125,331,50,0,0,1
cow445,1,Jersey,1,1,145,184,187,185,245,182,123,168,53,0,0,1
cow255,3,Jersey,1,0,161,266,272,287,191,322,276,292,30,0,1,1
cow484,1,Jersey,5,0,232,319,238,328,213,287,309,173,25,1,1,1
cow531,1,Jersey,2,1,134,318,311,257,296,357,125,215,57,1,0,0
cow974,4,Jersey,3,0,275,319,231,310,140,258,256,304,51,0,0,0
cow47,3,Jersey,3,1,217,261,302,330,173,317,148,303,41,0,0,0
cow991,1,Jersey,5,0,138,330,300,324,142,274,124,235,40,1,0,1
cow288,6,Jersey,1,1,277,284,328,211,191,177,179,349,52,0,1,0
cow196,4,Jersey,5,1,156,311,153,320,210,332,257,158,38,0,1,0
cow672,4,Jersey,2,1,140,362,229,368,226,259,210,293,26,1,1,1
cow253,1,Jersey,5,1,232,251,320,333,320,234,287,201,29,0,0,0
cow810,6,Jersey,3,0,180,325,175,234,276,304,290,334,29,1,0,1
cow597,4,Jersey,3,0,299,306,254,305,242,210,249,331,24,1,0,0
cow405,1,Jersey,6,1,149,253,333,361,268,236,152,214,51,0,0,1
cow385,6,Jersey,3,1,137,200,205,235,183,265,253,287,29,0,1,1
cow228,5,Jersey,2,1,225,247,245,306,273,230,252,355,50,0,0,0
cow263,1,Jersey,2,0,244,239,147,189,236,227,306,278,47,0,1,0
cow430,6,Jersey,5,0,218,371,225,314,275,236,296,202,49,1,0,0
cow384,6,Jersey,2,0,245,326,295,200,276,159,144,307,58,0,0,1
cow503,1,Jersey,3,1,319,278,339,342,166,205,233,162,56,1,1,1
cow536,4,Jersey,5,1,198,166,142,388,201,229,248,270,35,1,1,1
cow37,2,Jersey,4,0,196,213,264,297,204,354,311,334,35,0,0,0
cow451,5,Jersey,5,1,191,229,246,211,251,289,176,310,50,0,1,1
cow679,5,Jersey,5,0,297,302,340,214,193,212,224,152,31,0,1,0
cow951,6,Jersey,5,0,187,366,185,224,166,372,220,262,54,1,1,0
cow781,6,Jersey,1,0,297,250,144,273,160,219,236,206,25,0,0,0
cow814,6,Jersey,1,1,235,259,243,273,260,188,243,205,50,0,1,1
cow145,4,Jersey,2,1,286,213,142,172,260,274,196,303,56,1,1,1
cow139,5,Jersey,1,1,290,157,200,341,322,232,274,219,56,1,1,0
cow773,4,Jersey,5,0,170,181,273,375,232,189,273,181,42,0,0,0
cow944,5,Jersey,1,1,274,174,199,386,254,200,173,218,58,0,0,0
cow358,3,Jersey,3,1,205,253,338,325,205,255,180,336,49,0,0,0
cow307,2,Jersey,2,0,218,305,147,336,323,342,186,219,54,1,0,0
cow4,4,Jersey,5,0,233,352,164,192,206,350,304,327,57,0,0,0
cow67,4,Jersey,5,1,279,176,179,317,220,214,202,305,27,0,0,0
cow296,4,Jersey,4,1,286,314,267,359,164,325,167,158,43,0,0,1
cow322,3,Jersey,2,0,311,229,202,159,134,279,268,197,51,0,0,0
cow488,5,Jersey,3,0,262,352,177,203,140,176,169,153,44,1,1,0
cow59,6,Jersey,4,0,237,349,260,321,260,289,257,283,33,0,1,1
cow726,4,Jersey,5,1,237,203,280,245,308,208,271,292,52,0,1,0
cow1088,4,Jersey,3,1,143,267,200,180,142,219,242,290,29,1,0,0
cow13,1,Jersey,5,1,156,159,225,339,313,356,280,323,31,0,0,1
cow697,4,Jersey,3,1,246,215,243,217,308,314,276,258,56,0,0,0
cow364,1,Jersey,5,1,222,275,172,163,257,221,280,323,58,1,1,0
cow467,2,Jersey,2,0,269,225,186,391,246,308,144,222,46,1,1,0
cow555,4,Jersey,1,1,298,280,323,230,211,188,296,192,52,0,1,0
cow539,4,Jersey,3,1,181,270,203,176,319,334,137,284,24,1,0,0
cow249,2,Jersey,6,1,265,187,231,364,167,354,295,327,26,1,0,1
cow1051,6,Jersey,4,1,279,222,199,329,165,311,196,211,55,1,1,0
cow630,1,Jersey,3,1,218,296,148,309,176,315,253,161,29,1,0,0
cow744,6,Jersey,3,0,195,185,172,383,257,309,176,234,32,1,0,1
cow397,4,Jersey,3,0,318,321,286,229,282,243,180,265,32,0,0,1
cow401,2,Jersey,5,0,201,349,195,271,258,351,247,185,25,0,1,1
cow33,3,Jersey,5,0,162,278,164,208,214,367,280,357,32,0,1,1
cow78,6,Jersey,1,0,282,214,310,361,288,317,186,274,39,1,0,0
cow992,5,Jersey,6,0,221,174,139,392,154,220,306,221,29,0,0,1
cow390,3,Jersey,2,0,259,201,150,285,178,254,140,209,56,0,0,0
cow1038,3,Jersey,2,1,316,161,151,390,169,257,268,251,56,0,0,1
cow1073,2,Jersey,5,0,221,363,221,238,263,252,232,200,51,0,1,0
cow940,2,Jersey,6,0,202,371,290,316,204,217,269,259,46,1,0,0
cow199,5,Jersey,3,1,255,180,330,310,244,219,228,151,54,0,0,0
cow853,3,Jersey,3,1,211,259,200,304,226,231,208,337,34,0,0,1
cow117,4,Jersey,6,1,306,268,164,374,273,330,215,223,36,0,0,0
cow703,5,Jersey,5,0,177,226,240,205,212,273,128,360,26,0,0,0
cow418,2,Jersey,4,0,308,159,245,195,157,241,281,267,45,0,0,1
cow675,6,Jersey,2,0,220,210,137,321,156,166,263,322,24,0,1,1
cow713,4,Jersey,6,1,299,217,201,225,278,252,225,171,52,1,1,1
cow619,5,Jersey,5,0,180,305,286,184,295,166,275,283,46,1,1,1
cow434,1,Jersey,6,0,306,186,244,192,151,164,230,325,47,1,0,1
cow1084,2,Jersey,1,1,173,344,220,175,302,309,207,187,35,0,1,1
cow457,3,Jersey,5,1,206,253,285,157,327,252,170,297,24,1,1,1
cow17,1,Jersey,5,0,308,325,256,294,292,300,223,207,29,0,0,0
cow561,5,Jersey,5,1,270,180,207,283,161,212,166,358,32,1,0,0
cow119,3,Jersey,2,1,136,367,317,350,211,269,306,242,43,0,1,1
cow629,5,Jersey,4,1,217,232,263,314,144,328,238,309,32,0,0,1
cow7,2,Jersey,4,0,233,355,131,282,144,239,201,259,46,1,0,1
cow735,3,Jersey,1,1,193,242,164,365,326,293,166,169,36,0,0,0
cow1043,4,Jersey,1,1,278,287,255,265,326,347,221,329,25,1,0,0
cow942,4,Jersey,6,1,313,366,142,278,280,182,292,259,54,1,0,0
cow762,5,Jersey,3,0,152,253,232,171,192,243,282,172,30,1,0,1
cow593,2,Jersey,1,1,259,272,229,166,194,195,255,262,41,1,0,1
cow48,2,Jersey,4,0,256,229,282,344,241,258,229,174,31,0,0,0
cow183,3,Jersey,6,1,301,215,341,153,312,318,220,280,27,0,0,1
cow559,6,Jersey,5,0,162,281,231,242,273,302,237,220,53,1,1,0
cow328,2,Jersey,6,0,179,346,245,270,243,327,237,158,33,0,0,1
cow572,5,Jersey,4,1,208,167,135,315,199,239,224,283,55,0,1,1
cow282,6,Jersey,5,0,298,254,179,260,256,193,142,343,47,0,1,0
cow553,2,hostlene,4,0,142,219,258,191,226,241,220,319,42,0,0,1
cow494,6,Jersey,4,0,289,310,187,161,268,234,190,238,40,0,1,0
cow985,5,Jersey,1,0,264,277,293,258,310,156,202,264,41,1,1,0
cow408,3,Jersey,3,0,319,162,249,386,229,237,187,350,51,0,0,0
cow549,2,Jersey,2,1,204,267,179,354,231,275,275,257,45,0,1,0
cow662,3,Jersey,2,1,170,157,242,368,234,203,218,264,43,0,1,0
cow387,6,Jersey,3,0,184,350,275,367,273,158,314,327,48,1,1,1
cow792,2,Jersey,1,0,262,156,258,295,237,328,181,261,33,0,1,0
cow925,1,Jersey,6,1,247,299,191,217,175,336,123,154,33,0,1,0
cow746,2,Jersey,3,1,163,199,135,271,301,347,233,247,46,0,1,0
cow1049,3,Jersey,4,0,204,217,286,386,149,209,141,278,53,1,0,1
cow384,4,Jersey,2,1,239,225,178,291,178,255,298,278,47,1,0,1
cow651,5,Jersey,3,0,154,210,286,374,264,338,270,151,40,0,0,0
cow573,1,Jersey,1,1,225,167,171,178,166,241,222,177,37,0,0,1
cow314,2,Jersey,4,1,145,204,215,353,225,225,230,296,50,1,1,1
cow1053,2,Jersey,2,1,186,266,160,373,234,318,188,336,57,1,0,1
cow785,6,Jersey,6,1,321,318,278,315,268,157,198,267,43,1,1,1
cow507,2,hostlene,5,1,256,294,200,231,305,267,294,185,43,0,0,1
cow1026,2,Jersey,6,1,309,358,174,381,203,251,205,166,48,0,0,0
cow987,1,Jersey,1,1,151,317,337,346,250,218,291,343,50,1,1,1
cow31,6,Jersey,3,0,261,161,161,329,295,274,175,248,45,0,1,1
cow1014,3,Jersey,2,0,171,170,158,183,283,365,230,293,40,1,0,1
cow582,1,Jersey,2,0,296,215,225,280,170,218,177,298,49,0,0,1
cow145,2,Jersey,3,0,263,226,206,351,247,271,255,311,40,1,0,0
cow722,6,Jersey,5,1,276,273,261,247,146,299,236,295,54,0,0,0
cow927,5,Jersey,6,0,193,192,253,193,244,200,276,250,53,1,1,0
cow46,4,Jersey,1,1,319,310,300,334,165,357,246,308,57,1,0,0
cow142,3,Jersey,3,0,311,254,259,241,223,214,294,303,50,1,0,1
cow794,1,Jersey,5,1,168,166,258,364,150,276,254,194,43,1,1,1
cow492,2,Jersey,6,1,251,348,210,326,268,219,304,251,28,1,0,1
cow701,3,Jersey,1,1,282,242,240,252,230,320,147,256,49,0,0,0
cow626,4,Jersey,2,0,258,227,318,305,236,369,262,356,40,1,0,1
cow29,2,Jersey,4,1,247,315,313,291,151,229,229,274,57,1,1,1
cow1033,5,Jersey,4,0,182,203,286,255,266,294,221,302,43,0,0,1
cow384,1,Jersey,6,1,248,224,235,351,292,236,131,197,57,1,0,0
cow367,3,Jersey,3,0,248,154,217,209,156,282,284,288,38,0,0,0
cow855,4,Jersey,2,0,182,224,235,268,133,299,279,187,36,1,1,0
cow45,5,Jersey,6,1,179,244,225,265,232,237,186,185,41,0,1,1
cow723,3,Jersey,4,1,275,334,273,151,201,359,261,152,58,0,0,1
cow427,3,Jersey,4,0,179,218,321,166,132,343,304,203,35,0,1,0
cow149,6,Jersey,1,1,224,356,220,261,206,231,285,216,58,0,0,1
cow91,5,Jersey,1,0,241,265,203,232,272,279,223,215,47,0,0,0
cow530,4,Jersey,6,0,306,218,258,226,286,157,235,339,49,1,0,1
cow407,3,Jersey,5,0,255,349,197,174,195,269,191,341,32,0,0,1
cow1070,2,Jersey,4,1,244,241,308,370,225,159,195,251,38,1,0,0
cow129,2,Jersey,2,1,235,201,180,228,139,355,144,291,54,0,1,0
cow943,3,Jersey,3,1,164,211,179,340,187,154,197,293,25,1,0,1
cow973,1,Jersey,6,0,274,299,287,198,268,349,257,225,33,0,1,1
cow834,2,Jersey,5,1,197,343,139,381,255,213,133,209,51,0,1,1
cow632,1,Jersey,5,0,255,259,333,292,231,262,276,357,29,1,0,1
cow11,6,Jersey,6,0,149,363,206,191,138,242,247,317,34,0,1,0
cow536,2,Jersey,3,1,301,299,263,275,179,304,285,357,35,1,0,1
cow667,4,Jersey,5,0,189,216,169,257,255,183,255,276,43,1,1,0
cow603,1,Jersey,2,1,133,154,187,351,316,169,200,223,52,0,1,0
cow483,6,Jersey,4,1,161,175,333,212,212,219,149,183,35,0,1,0
cow150,5,Jersey,6,0,133,356,311,312,278,266,224,339,42,0,0,0
cow514,5,Jersey,6,0,142,344,322,248,276,354,253,318,36,1,0,0
cow778,2,Jersey,4,0,276,190,143,241,296,241,139,259,47,1,1,1
cow457,6,Jersey,6,0,309,185,309,355,296,357,220,182,41,1,1,0
cow240,1,Jersey,6,1,239,158,250,266,283,298,176,337,36,0,0,1
cow934,6,Jersey,6,1,217,260,164,325,135,208,127,180,33,0,1,0
cow519,6,Jersey,5,0,190,358,146,210,281,333,161,191,31,0,0,0
cow962,1,Jersey,6,1,259,214,251,236,211,153,209,337,41,0,1,1
cow686,1,Jersey,1,1,141,319,137,333,207,322,133,157,37,0,1,1
cow656,2,Jersey,3,1,172,298,228,153,219,238,240,314,28,1,1,0
cow539,6,Jersey,5,0,319,210,269,291,321,167,219,306,53,1,1,1
cow771,2,Jersey,4,1,131,207,281,328,248,317,204,312,38,0,0,1
cow562,5,Jersey,1,1,238,308,317,251,169,178,178,253,24,1,0,0
cow208,1,Jersey,1,0,246,267,279,354,164,339,242,247,56,1,0,1
cow361,5,Jersey,3,1,264,191,258,191,244,193,210,160,43,1,1,1
cow684,3,Jersey,4,0,285,361,195,300,220,153,258,274,39,1,0,0
cow944,2,Jersey,5,1,254,246,316,197,166,336,216,190,39,1,0,1
cow429,3,Jersey,3,0,265,282,334,268,198,255,250,169,37,1,0,0
cow864,6,Jersey,1,1,159,324,178,293,288,353,291,329,26,1,1,0
cow886,4,Jersey,1,1,262,232,229,201,319,269,140,152,53,0,0,0
cow313,1,Jersey,1,0,231,298,296,302,163,273,130,170,34,0,0,0
cow539,4,Jersey,4,0,143,329,247,381,200,200,306,197,33,0,0,0
cow639,5,Jersey,2,0,219,189,151,321,258,166,241,226,38,0,1,0
cow419,2,Jersey,5,0,167,204,285,185,152,153,168,305,52,0,1,1
cow904,3,Jersey,5,0,272,354,158,297,228,359,125,238,50,0,1,1
cow506,4,Jersey,2,0,189,356,225,380,213,180,241,177,50,0,1,0
cow325,1,Jersey,3,1,213,184,134,191,200,275,276,316,53,1,1,1
cow139,3,Jersey,2,0,215,348,151,355,155,317,231,273,28,0,1,1
cow483,3,Jersey,6,1,132,244,156,335,300,226,134,195,36,1,0,0
cow172,2,Jersey,4,0,224,292,288,165,283,360,217,230,43,1,1,0
cow823,6,Jersey,2,1,140,321,142,354,142,311,168,221,54,1,0,0
cow243,6,Jersey,5,1,239,345,271,214,175,240,173,306,25,1,1,0
cow103,6,Jersey,2,0,191,202,343,241,191,266,195,268,56,1,0,0
cow1072,1,Jersey,4,1,180,206,305,226,193,184,220,154,30,0,0,1
cow1035,4,Jersey,4,0,231,230,301,255,153,173,312,168,33,0,1,1
cow966,5,Jersey,4,1,303,272,234,303,247,161,237,277,29,0,1,1
cow1075,5,Jersey,2,1,168,357,320,207,243,316,212,332,25,1,0,0
cow710,1,Jersey,3,1,230,272,131,379,259,212,146,317,39,1,0,1
cow908,4,Jersey,3,1,273,261,294,325,142,158,188,165,33,0,0,0
cow286,3,Jersey,2,1,251,239,249,384,133,313,185,304,58,1,1,0
cow3,6,Jersey,6,1,257,354,135,270,187,267,272,259,49,0,0,0
cow602,4,Jersey,1,0,285,256,184,227,280,321,289,353,32,0,0,1
cow415,4,Jersey,5,1,224,351,307,292,309,201,160,275,33,1,0,1
cow209,4,Jersey,3,1,305,194,286,259,251,259,173,358,54,1,1,1
cow502,4,Jersey,1,0,291,259,225,254,200,304,198,299,58,0,0,1
cow374,5,Jersey,4,1,279,190,183,220,143,195,246,315,38,0,1,0
cow961,6,Jersey,1,0,289,185,272,358,264,369,207,245,54,0,0,0
cow207,3,Jersey,5,0,249,306,162,314,248,189,127,159,34,1,0,1
cow75,1,Jersey,4,0,264,257,291,163,283,362,161,306,41,1,0,1
cow797,3,Jersey,3,0,166,168,309,204,183,263,267,288,31,0,1,0
cow630,4,Jersey,4,0,304,233,254,295,191,313,283,307,30,0,1,1
cow14,6,Jersey,2,0,320,206,293,222,216,343,123,193,37,1,1,1
cow1079,5,Jersey,3,0,143,367,217,327,304,214,297,284,47,1,0,1
cow695,1,Jersey,6,0,307,211,335,185,295,285,188,166,46,0,0,1
cow682,2,Jersey,4,0,178,352,150,158,193,370,190,340,48,0,1,0
cow345,1,Jersey,1,0,263,343,150,329,178,235,241,209,31,0,1,1
cow233,6,Jersey,6,1,157,170,170,390,181,222,127,359,47,0,1,0
cow21,4,Jersey,6,0,154,325,208,208,177,158,172,300,24,1,0,0
cow808,3,Jersey,4,1,179,237,170,325,149,341,220,157,41,1,0,0
cow844,3,Jersey,5,1,294,209,240,318,286,275,173,351,40,0,1,0
cow119,5,Jersey,1,0,198,302,231,250,313,333,130,227,54,0,1,0
cow695,5,Jersey,6,0,136,313,254,194,318,210,262,219,25,0,0,0
cow1038,3,Jersey,2,0,141,363,158,323,238,159,281,204,26,0,1,1
cow681,1,Jersey,2,1,260,344,338,366,165,188,241,306,24,0,1,0
cow564,4,Jersey,1,0,182,222,332,360,208,267,291,263,33,0,1,1
cow215,5,Jersey,1,1,294,228,336,384,257,271,254,190,26,1,0,0
cow455,3,Jersey,2,1,300,306,170,238,136,264,217,160,32,0,1,0
cow1057,2,Jersey,6,0,166,176,155,157,233,369,263,267,57,1,1,0
cow235,1,Jersey,6,1,143,300,319,193,327,365,191,158,33,1,1,0
cow497,6,Jersey,4,1,255,294,134,244,162,325,244,323,29,0,0,1
cow321,4,Jersey,5,1,137,315,265,201,283,282,258,169,35,1,0,1
cow632,6,Jersey,6,1,261,235,343,371,217,246,196,279,33,1,1,0
cow939,1,Jersey,1,1,208,306,172,303,321,352,242,350,56,0,1,1
cow155,6,Jersey,6,1,131,225,168,387,189,200,247,193,37,1,0,1
cow115,6,Jersey,4,0,304,247,186,374,301,221,172,324,25,1,1,1
cow375,1,Jersey,1,1,199,276,246,158,293,260,277,350,37,1,1,1
cow947,3,Jersey,5,0,225,277,308,328,251,345,260,235,24,1,0,1
cow708,4,Jersey,2,0,277,259,284,299,326,323,163,358,49,1,0,1
cow31,3,Jersey,6,1,284,320,244,390,148,156,147,204,24,0,1,1
cow529,2,Jersey,1,1,299,346,139,317,277,276,177,266,28,0,1,1
cow163,5,Jersey,4,1,219,331,178,341,154,214,302,179,41,1,0,0
cow879,1,Jersey,5,1,220,242,288,319,317,302,248,205,46,0,0,1
cow683,2,Jersey,6,0,212,271,269,266,182,350,158,296,30,1,0,1
cow276,1,Jersey,1,1,230,319,317,280,136,364,295,345,56,0,1,1
cow398,6,Jersey,3,1,232,242,321,391,278,191,239,274,32,0,0,1
cow843,4,Jersey,2,0,189,204,301,159,317,260,284,310,33,0,1,0
cow558,4,Jersey,4,1,269,335,326,308,305,281,204,240,30,0,0,0
cow839,5,hostlene,6,0,315,272,204,246,227,177,170,295,50,1,0,0
